종목명,제목_전처리,sentiment_binary
한국금융지주,실적이 이렇게 좋은데도 주가가 왜 이모냥이죠,1
한국금융지주,IMA 발표에 따른 향후 대응전략,1
한국금융지주,배당주인줄 알았는데,1
한국금융지주,물타서 층됐는데 년형인가요,1
한국금융지주,오후 시 금통위에서 승인,1
한국금융지주,장 끝나고 결과 나오나요,1
한국금융지주,나가리 느낌데스,-1
한국금융지주,아침에 급등할려다 브레이크 걸리고 처내리네,1
한국금융지주,안꼬우면 조용히 있어도 된다니까,1
한국금융지주,이거 내일 올라요,1
한국금융지주,좀 팔으셨나요,1
한국금융지주,만원까지 보자,1
한국금융지주,야 실적이 뭐가 중요해,1
한국금융지주,설거지완료,-1
한국금융지주,이번 고좀에 물렸다면 년 덮어두세요,1
한국금융지주,월 일부터 개인 매수 붙으니 바로고점,1
한국금융지주,IMA 될까,-1
한국금융지주,진정한 주주라면 도련님을 위해 희생해야죠,1
한국금융지주,난 징징거리는 주주들이 이해가 안가긴 함,1
한국금융지주,상장폐지해야,-1
한국금융지주,지지붕괴,-1
한국금융지주,만천원,-1
한국금융지주,개미털기 너무 노골적이네요,1
한국금융지주,올해 배당금은,-1
한국금융지주,개인투자자 엄청 매수하네요,1
한국금융지주,한투에서 매집중,1
한국금융지주,니들은 공매도 말고,1
한국금융지주,아니 꼬우면 부모를 바꾸라니까,1
한국금융지주,야 원에 주를 한번에사네,1
한국금융지주,아이이이이 속은겨,1
한국금융지주,이번주 발의 되는 자사주소각 배당분리과세 유일,1
한국금융지주,세대 상속 준비중이라던데,1
한국금융지주,영업이익이 조인데 시총은 조라니,1
한국금융지주,내년부터 년간 감액배당 비과세 실시,1
한국금융지주,오늘도 주구장창 개인만 매수,1
한국금융지주,눌림목인가요 코스피시대 최대수혜종목,1
한국금융지주,안녕하세요 너무 눌린 것 같아 입성합니다,1
한국금융지주,누가 계속 오르는 것을 막네요,1
한국금융지주,일 IMA 사업자 확정 되면 주가 날아갈겁,1
한국금융지주,새로운 리서치가 있어요,1
한국금융지주,자사주소각하는 차상법개정안 다음주 발의합니다,1
한국금융지주,증권주가 나스닥이야,1
한국금융지주,정부는 증권사 스팩상장폐지 하라,1
한국금융지주,기회,-1
한국금융지주,주주환원율 이하로 할꺼면 증권업 라이선,1
한국금융지주,장 요약 흥국화재 인수,1
한국금융지주,오전에 급락할때 원에 샀는데,1
한국금융지주,얘는 실적 잘 나오고 왜 혼자 이래,1
한국금융지주,에이비엘 억원 확보,1
한국금융지주,돔황쳐,-1
한국금융지주,오늘도 안뚤어주네,1
한국금융지주,월부터 개인투자자봐라,1
한국금융지주,정부는 증권사 스팩상장폐지 해라,1
한국금융지주,에 옵션걸려있나보다,1
한국금융지주,시작부터 왜그래,-1
한국금융지주,시인데 거래 안되길레 거래정지 먹은줄,1
한국금융지주,IMA 사업자 선정 확실,1
한국금융지주,자 어제 바이오 금융 지주사 만 오른다,1
한국금융지주,도박장 문 열어라,1
한국금융지주,갑자기 왜 이리 게시판 씨끌벅적하냐,1
한국금융지주,시외 폭등중,-1
한국금융지주,ima인가 한국 미래,1
한국금융지주,이실적내고도,-1
한국금융지주,장 요약 분기 어닝서프라,1
한국금융지주,만원 내일이라도 넘을듯,1
한국금융지주,회사의 주가는 실적이 만든다,1
한국금융지주,뭔 종목마다 껄덕이들 한명씩있냐,1
한국금융지주,대체 왜,-1
한국금융지주,증권사사상 최고실적 발표후,1
한국금융지주,실적이 좋아 뭐하냐,1
한국금융지주,연기금이 담는다,-1
한국금융지주,몇주 안되는 걸로 장난질 오지네,1
한국금융지주,단기반등신호,-1
한국금융지주,만원도 싸다,-1
한국금융지주,잡주네,-1
한국금융지주,배당금은,-1
한국금융지주,앞으로 삼전 하이닉이 오를거라 생각하면,1
한국금융지주,한금지 주가만보면 우울해진다,1
한국금융지주,롯데 억 투자 하필이면 이때,1
한국금융지주,어제 오늘 nxt물량 털어 낼 때까지,1
한국금융지주,바이오의 날이다,-1
한국금융지주,코스피 파격 전망 뒤에 숨겨진 가,1
한국금융지주,여기가 한국 최고의 더러운 증권사냐,1
한국금융지주,단타 걸뱅이 개미들 득시글,1
한국금융지주,애는 계속 사면 우상향,1
한국금융지주,고점 매도하고 다시 매수하는 중,1
한국금융지주,시장좋긴한데 유독 독보적이네,1
한국금융지주,까지 꾹꾹 눌러 불타기 갑니,1
한국금융지주,실적은 한금지가최고고 미래는 망했는데,1
한국금융지주,분기 영업이익만 억인데,1
한국금융지주,차트 분석은 끝났으니 연말 시황 및 기,1
한국금융지주,종가맟추기,-1
한국금융지주,자사주 소각,-1
한국금융지주,프로그램 티 안나게 주 주씩 사,1
한국금융지주,공시 확인 자사주 소각,1
한국금융지주,다음 분봉부터는 선 급격히 올라옵,1
한국금융지주,분봉 선 매수준비,1
한국금융지주,주주환원,-1
한국금융지주,분봉 선 터치할때 불타기 하려했는,1
한국금융지주,바코드분 어제는 욕먹다가,1
한국금융지주,이야 분봉 양봉마감,1
한국금융지주,홀딩할때입니다,-1
한국금융지주,완벽한 속도로 올라가고 있습니다,1
한국금융지주,여기도,-1
한국금융지주,어때요 볼벤 아래 먼저 찢으면서 반등하,1
한국금융지주,분봉 이대로 양봉으로 마감하면,1
한국금융지주,어휴 에프터마켓서 샀다가,1
한국금융지주,분봉 양전,-1
한국금융지주,잘하면 분봉 연속 양봉으로,1
한국금융지주,왜 떨어지는지도 설명드렸고,1
한국금융지주,절반 본탈 완료,-1
한국금융지주,믿거나말거나,-1
한국금융지주,제 계산이맞다면,-1
한국금융지주,외국인 만개 나오면,1
한국금융지주,배당받아라 최소 받을 수 있다,1
한국금융지주,푸근하죠,-1
한국금융지주,주식은 실적이다 추매한다,1
한국금융지주,이게 다 대주주 때문이야,1
한국금융지주,신한증권창구로 공매도 물량이,1
한국금융지주,외국인들 많이파네,1
한국금융지주,소문난 잔치에 먹을게 하나도 없네,1
한국금융지주,우끼네,-1
한국금융지주,삼성증권 폭등,-1
한국금융지주,와 이건 아닌데,-1
한국금융지주,실적 피크아웃,-1
한국금융지주,설겆이 기똥차게 하는구만,1
한국금융지주,누른이유는 딱 하나입니다,1
한국금융지주,뻔함,-1
한국금융지주,참나,-1
한국금융지주,예상대로,-1
한국금융지주,뭐임 갑자기,-1
한국금융지주,야수의 심장으로 에 진입 했,1
한국금융지주,만원에서 억 매수대기,1
한국금융지주,자 까지 억 추매완료,1
한국금융지주,뭐여,-1
한국금융지주,실적발표후 동일한패턴,1
한국금융지주,이상 상승했어요,-1
한국금융지주,프리장분석 분봉부터 분봉까지,1
한국금융지주,이건 저평가가 아니라 초저평가네,1
한국금융지주,배당 분리과세가 해당이 되는지 체크하세,1
한국금융지주,그러니까 nxt는 왜만들어서,1
한국금융지주,쫄지마세요 을 찍어야,1
한국금융지주,미래에셋이 조 한국이 조천 삼,1
한국금융지주,윗꼬리 만들고,-1
한국금융지주,분봉움직임 좋네요,1
한국금융지주,실적아무리 좋아도,1
한국금융지주,상한가 만원,-1
한국금융지주,층 바라보고 가다 보면,1
한국금융지주,배당분리 과세 법안 해당이 되는지 팩트,1
한국금융지주,애초에 장투하는사람은,1
한국금융지주,오늘 만원 넘길수도,1
한국금융지주,어차피 krx 갭많이뜨는거 싫어하니,1
한국금융지주,오늘 상한가가도이상하지않다,1
한국금융지주,벨류업 이라도,-1
한국금융지주,이익의 지속성이 문제,1
한국금융지주,부근이 저점이될듯,1
한국금융지주,고맙습니다,-1
한국금융지주,한번더깰겁니다,1
DB손해보험,DB 가 오르면 안되는 이유가 뭘까,1
DB손해보험,DB제조업 부흥의 시작이 되지 않겠습니까,1
DB손해보험,장대음봉 터지길래,1
DB손해보험,AI 요약 DB손해보험이 투자주의 소수,1
DB손해보험,어차피 망할 회사도 아니고,1
DB손해보험,개미들아,-1
DB손해보험,DB손보 경영권 분쟁 속 매각 가능성은,1
DB손해보험,올해,-1
DB손해보험,새로운 리서치가 있어요,1
DB손해보험,이거,-1
DB손해보험,바닥이 어딘가요,-1
DB손해보험,이상 하락했어요,-1
DB손해보험,악질,-1
DB손해보험,굳이,-1
DB손해보험,배당락도 아니고 무섭게 하락한다,1
DB손해보험,DB손보 DB그룹 지주사 전환 효과보나,1
DB손해보험,금요일에 외국인들이 왜 매수했는지 궁금하네,1
DB손해보험,줍줍할때,-1
DB손해보험,얘는 상법개정이랑 지분싸움 보고가는거야,1
DB손해보험,어우야,-1
DB손해보험,주식 투자 참 어렵게 하는듯,1
DB손해보험,왜 던지는지 설명,-1
DB손해보험,엄청 쳐올리길래 어제 전량 매도했는데,1
DB손해보험,이정도면 작전이라해도,1
DB손해보험,배당은,-1
DB손해보험,손해보험주 전부 개 폭락이구나,1
DB손해보험,처절하고만,-1
DB손해보험,와 실적 폭망이네,1
DB손해보험,운이 좋은건지 나쁜건지,1
DB손해보험,오전은 꼬시기 장난질 이었네,1
DB손해보험,일단 튀어,-1
DB손해보험,db손보는 차 상법개정에,1
DB손해보험,차 상법개정이 임박한 것 같네요,1
DB손해보험,오너일가가 반드시 필독해야 하는데 부처님,1
DB손해보험,뭔일 있냐,-1
DB손해보험,기관아 디비져 자라,1
DB손해보험,앗 매도체결,-1
DB손해보험,이상 상승했어요,-1
DB손해보험,올라가자,-1
DB손해보험,DB손해보험,-1
DB손해보험,찬바람 불면 배당주를 매수해라,1
DB손해보험,좀 더 빠지자,-1
DB손해보험,보험 은행은 죽은 주식이여,1
DB손해보험,이 종자는 뮙니까,-1
DB손해보험,이 불장에 혼자 마이너스네,1
DB손해보험,민주당에서 자사주 소각 의무화 드라이브까지 건다,1
DB손해보험,계속 빠지는 이유,-1
DB손해보험,오호통재라,-1
DB손해보험,이젠 금융주다,-1
DB손해보험,혁신하라,-1
DB손해보험,사 삼성 메리츠 DB 분기 실적 예측,1
DB손해보험,현대해상,-1
DB손해보험,보험주도주가,-1
DB손해보험,너무 못가네,-1
DB손해보험,장 요약 산모관리 진단비 배타적,1
DB손해보험,과도하게 빠져,-1
DB손해보험,올해는 태풍도 없고,1
DB손해보험,보험 사업은 매력적인 사업인 것 같습니다,1
DB손해보험,이 종목은 개미들도,1
DB손해보험,걱정할 필요있나,-1
DB손해보험,인수 소식은 어떻게,1
DB손해보험,주가반응이 없는걸 보니 호재가 아닌가벼,1
DB손해보험,포르테그라 인수는 뭐 DB가 대기업이니 알아서,1
DB손해보험,DB손해보험이 The Fortegra Grou,1
DB손해보험,최신AI가 분석한 DB손해보험 분석내용,1
DB손해보험,금리 하락 이외 무슨 이유,1
DB손해보험,손보 사 분기 실적비교 주주환원 년,1
DB손해보험,배당 분리과세 자사주 소각 관련 차 상법,1
DB손해보험,한화투자증권 리포트,-1
DB손해보험,손보 사 분기 비교 투자손익편 년차,1
DB손해보험,경영권 분쟁 가능성 뉴스,1
DB손해보험,손보 사 분기 장기보험손익 비교 년차,1
DB손해보험,배당 언제고,-1
DB손해보험,DB그룹 금융당국 조사 초읽기,1
DB손해보험,DB손해보험 주가 전망 차트분석 수익실현을,1
DB손해보험,손보 사 분기 실적 보험손익편 년차,1
DB손해보험,오늘 팔수 있는 기회입니다,1
DB손해보험,db손보 분기 컨콜 리포트 리뷰 금융,1
DB손해보험,여기는 왜오름,-1
DB손해보험,DB손해보험 년 분기 실적 배당 리뷰,1
DB손해보험,내가 말했잖아 오늘은 떨어질거라고,1
DB손해보험,nxt 올려서 장직전에 팔아먹는거,1
DB손해보험,DB손해보험 보단 시디즈 무상증자,1
DB손해보험,기후위기 시대에 맞물린 보험회사 전망,1
DB손해보험,애널들은 순이익 수정해서 리폿트써라,1
DB손해보험,원칙없는 증권거래세 원복 반대 청원,1
DB손해보험,국민청원 억 대주주 양도세 폐지 동참,1
DB손해보험,분기 매출이 극대화로 늘었네요,1
DB손해보험,DB손해의 보험,1
DB손해보험,이것만 바뀌면 이제 국장 날라갑니다,1
DB손해보험,주가 폭락을 막는 최선의 방법,1
DB손해보험,배당 소득세 청원 명 돌파,1
DB손해보험,이제는 배당소득세를 제대로 바꿀 때입,1
DB손해보험,돔 항차,-1
DB손해보험,외국보험회사 인수가 호재일까 악재일,1
DB손해보험,미국보험회사 인수확정,1
DB손해보험,파월 금리 하락에 방점,1
DB손해보험,꼼꼼한 수익,-1
DB손해보험,아쉽지만 계속 붙어봐요,1
DB손해보험,손해배웠다,-1
DB손해보험,오늘 금융주 대폭락,1
DB손해보험,재명이가 이자놀이 그만하란다,1
DB손해보험,배당소득 분리과세는 부자감세를 위한,1
DB손해보험,완전 개잡주로구만,1
DB손해보험,자사주 소각 년도 긴데,1
DB손해보험,배임죄 완화 때문에 금융주 전체가 폭,1
DB손해보험,호가로,-1
DB손해보험,DB손해보험 주가 전망 배당금 정,1
DB손해보험,개 의도적 주문 실수,1
DB손해보험,아따 무섭소 잉,-1
DB손해보험,전자투표,-1
DB손해보험,이정도 기세면 만까지 봐야 할 듯,1
DB손해보험,배당소득 분리과세 수혜주 리스트입니다,1
DB손해보험,내가 싸다 했잖음,1
DB손해보험,증권주 은행주 모두 비교해봐도,1
DB손해보험,이재명을 의심했었다,1
DB손해보험,충분히 싼 가격임,-1
DB손해보험,상법 개정되고 배당금 분리과세 되면,1
DB손해보험,여기 게시판은 참 조용하네,1
DB손해보험,조용해서 좋다,-1
DB손해보험,DB손해보험 주가 전망 및 배당금 분,1
DB손해보험,PER이 장난치나 매,1
DB손해보험,목돌아간 juda찾습니다,1
DB손해보험,조용해서좋네,-1
DB손해보험,상법개정 초읽기,1
DB손해보험,자본시장법과 상법은 다르다,1
DB손해보험,배당성행 배당금 계속 높아지네,1
DB손해보험,자사주 소각에 목 메는 무지성 개미들 많네,1
DB손해보험,어제 공매친놈들이 누르는거네,1
DB손해보험,어제 매수한 투신들 오늘은 투매하네,1
DB손해보험,킥스비율 낮아져도 배당그대로아닌가,1
DB손해보험,만원 정도 매수,-1
DB손해보험,자사주 소각 여부는 니들이 결정하는게아니야,1
DB손해보험,삭제된 게시물의 답글 자사주 소각 안한다 뉴스,1
DB손해보험,손해보험주 선 완전 분석 장기투자 관점,1
DB손해보험,전고점 는 그냥 돌파,1
DB손해보험,매년 조 이상씩 버는데 시총 조는 가야지,1
DB손해보험,시가배당률 높은 고배당 우량주 TOP,1
DB손해보험,Db손보,-1
DB손해보험,고배당에 상법개정시,1
DB손해보험,앞으로 기대되네요,1
DB손해보험,자사주만 가 넘네,1
DB손해보험,PBR EPS로 선별한 저평가주 TOP,1
DB손해보험,왜그래,-1
DB손해보험,자사주 소각으로 만원됩니다,1
DB손해보험,이성적 판다,-1
DB손해보험,민주당 배당소득 말바꾸기,1
DB손해보험,일선 저항이면 일단 풀매도 후 재탑승,1
DB손해보험,보험주 기대가됩니다,1
DB손해보험,조정불가피,-1
DB손해보험,이제 가나요,-1
DB손해보험,손해율 좋으면,-1
DB손해보험,외국인,-1
DB손해보험,보험가입현황,-1
DB손해보험,여기만 가입된거 아니네,1
DB손해보험,아 금리하락에 실적도 떨어지는데,1
DB손해보험,재보험,-1
DB손해보험,억 배상은 좀 타격 크겠는데요,1
DB손해보험,금호타이어 천억 손해보험 배상,1
DB손해보험,타사대비 이익체력은 꿀리지 않는데,1
DB손해보험,연 배당금,-1
DB손해보험,자기주식,-1
DB손해보험,아 어이없네,-1
DB손해보험,산불이랑 독감여파 치곤,1
DB손해보험,내일 실적발표인가요,1
DB손해보험,안녕하세요 주린이입니다,1
DB손해보험,배당,-1
DB손해보험,현대해상으로,-1
DB손해보험,빌빌대다가,-1
DB손해보험,DB의 손해보험,-1
DB손해보험,제발 폭 락해라,-1
DB손해보험,거의,-1
DB손해보험,목표가,-1
DB손해보험,원 매도 됐네,-1
DB손해보험,분기 발표전,-1
DB손해보험,past ass risk,1
DB손해보험,배당금 재투자,-1
DB손해보험,DB DB손보 주식 억원 취득,1
DB손해보험,좀 꼬라박아라,-1
DB손해보험,배당금 언제 지급되나요,1
DB손해보험,PER이 이면 존나 싼거 아니에요,1
DB손해보험,망해라 전라도 기업,1
DB손해보험,존버만이살길,-1
DB손해보험,와 형님들 어떻게 버티고 계십니까,1
에이피알,영감은 도대체 몇살까지 경영을 한단 말이냐,1
에이피알,금일 장중 원 떨어질때마다 추매해야지,1
에이피알,분기까지 누적 영업이익이 억인데 시총이,1
에이피알,주가조작하는 넘들은,1
에이피알,장난질이,-1
에이피알,추세 추종,-1
에이피알,지금이라도 도망치시길,1
에이피알,악재,-1
에이피알,거래량 준데,-1
에이피알,지하실 가는 여정,-1
에이피알,잘봐야된다,-1
에이피알,실적과 테마주 겸비,1
에이피알,찐 좋은 종목,-1
에이피알,기세,-1
에이피알,시장가로 두번 긁은놈 누구여,1
에이피알,프매외인 초단타 원띄기스킬,1
에이피알,이상 상승했어요,-1
에이피알,몰빵은 그렇고,-1
에이피알,피지컬 AI 기반의 항만 물류 프로젝트,1
에이피알,글삭튀,-1
에이피알,일봉 참 희안하게,1
에이피알,아직은 기다려야 할때,1
에이피알,반등은 시기상조,-1
에이피알,실적에 따른 밸류 이야기에 동의하지 않는 이유,1
에이피알,주가 실적,-1
에이피알,개미 형님들 대 탈출,1
에이피알,종토방만큼 정확한게 또 없다,1
에이피알,에 아가리 쩌억,-1
에이피알,중기추세,-1
에이피알,년에 봅시다,-1
에이피알,옐로우칩,-1
에이피알,이 기업은 가치가 없나봐요,1
에이피알,배가 진짜 장난입니까,1
에이피알,저번주부터 왤케 호가창으로 욕하누,1
에이피알,환율보다 실적보다 정확한게 종토방 분위기,1
에이피알,천원대에서 배이상 수익준게 조스로보여요,1
에이피알,뭐하노,-1
에이피알,클났네,-1
에이피알,날씨가 추워지는데,1
에이피알,내일은,-1
에이피알,어여 사자 너무 떨어졌다 기본 시총 천억은 되야된,1
에이피알,매수 기회라고 생각합니다,1
에이피알,제정신들 차리라고 한마디 하자면,1
에이피알,조작의 수위,-1
에이피알,올해 실적 폭발적 상승 년 비교,1
에이피알,나 참 실적 좋아도 떨어지는 주식도 있네,1
에이피알,공시발표,-1
에이피알,왜 떨어지누,-1
에이피알,항만혼잡도와 당사 년 실적,1
에이피알,솔직히 실적나오면 그떄부터 시작이다 생각 다들 하,1
에이피알,그냥 실적 나오고 외인들 쳐 던지면 망한거지,1
에이피알,토탈소프트 단상,-1
에이피알,웃기는,-1
에이피알,QoQ 역성장,1
에이피알,이상 하락했어요,-1
에이피알,실적 애매하네,-1
에이피알,북극항로 해양수도 부산 부산출신 대권 조국 부,1
에이피알,실적 기대감,-1
에이피알,굿모닝 에브리원,-1
에이피알,RE valuation,-1
에이피알,급등시점이다 어여들 사자,1
에이피알,이번달 실적보다,-1
에이피알,파멸적 실적상승이 아니라면 글쎄,1
에이피알,실적,-1
에이피알,많이 떨어졌다 어여들 사자,1
에이피알,억 따리 종목,-1
에이피알,담주 잘하면 휙 아래 가겠다,1
에이피알,잘 버티네,-1
에이피알,오를이유가없다,1
에이피알,기차 출발,-1
에이피알,추매 기회줘서 추매함,1
에이피알,성지순례,-1
에이피알,더 낮은 저점으로,1
에이피알,오 Q 실적,-1
에이피알,인정 결핍증후군,-1
에이피알,어제 시장가로 주 긁어서 바로,1
에이피알,가장 무서운 하락,-1
에이피알,거래량없는 상승,1
에이피알,너무 빠졌다어여 사자 시총 천억은 되야 한다,1
에이피알,북극항로 해양수도 부산 부산출신 대권 조국 부산,1
에이피알,과연 이 종목이 너무한걸까,1
에이피알,징하다,-1
에이피알,한계,-1
에이피알,핵잠수함,-1
에이피알,찐 좋은 팁 알려주고 갈께용,1
에이피알,다른주식은 올라도 이 개잡주는 안오는다,1
에이피알,정신줄 놓지마,-1
에이피알,오늘 대폭락하겠구만,1
에이피알,던져라 던져,-1
에이피알,AI에 지방선거 테마 문의 결과,1
에이피알,아무말 대잔치,-1
에이피알,인내는 쓰고 열매는 달다,1
에이피알,발작 버튼,-1
에이피알,개미들 다 던졌구만,1
에이피알,최장수 늙은이가 치매 인가 보다,1
에이피알,계속 저점 낮추면서 밑으로 내려갑니다,1
에이피알,오늘 밑으로 짝짝 갑니다,1
에이피알,던지세요,-1
에이피알,오늘 하한가 준비하세요,1
에이피알,고발 들어가자,-1
에이피알,반등시작아니고 싱크홀이냐,1
에이피알,뭐든 벌어질 차트이긴 하다,1
에이피알,이회사 오너,-1
에이피알,보 후퇴를 위한 보전진이었니,1
에이피알,네가 뭐라고 말했나,1
에이피알,그냥 주구장창 하락시 모인 외인단타 빠져나가려고,1
에이피알,무조건 던져라,-1
에이피알,끝난 종목 잡고 뭐하나,1
에이피알,기습적 상승,-1
에이피알,내말 맞제,-1
에이피알,테마 OUT,-1
에이피알,수주잔고 YoY,1
에이피알,이제 다 지진듯하다 이제 좀 가즈아아아앙앙앙,1
에이피알,에너지 응집중,-1
에이피알,바닥찍기는 이제부터 밑으로 시작인데,1
에이피알,미니투매,-1
에이피알,바닥은 찍었고,-1
에이피알,자기부정,-1
에이피알,세럭애들이 외놈과 합동작전해서,1
에이피알,증여,-1
에이피알,지금 매수하는 것은 세력들 도와주는 격임,1
에이피알,무조건 선 이하로 떨어집니다,1
에이피알,지금 매수하는 순간 골로길다,1
에이피알,햐 드디어 다가오는구나,1
에이피알,찐 좋은 년,-1
에이피알,년생의 한계,-1
에이피알,토탈이,-1
에이피알,대표가 매번 주가관리해야지 하고 까먹는가부다,1
에이피알,개털소프트,-1
에이피알,윗꼬리,-1
에이피알,만원갈려고,-1
에이피알,조선주뜬다는데 토탈은 상폐나해라,1
에이피알,수주총액 증가,-1
에이피알,결국 갈 놈은 간다,1
에이피알,매출좋아 영업이익좋아 수주좋아 근데,1
에이피알,지겹다,-1
에이피알,일 연속 음봉,-1
에이피알,오늘 개불장인데 설마 음봉주나요,1
에이피알,토탈대표이름이 최장수다 년생 이름따라가네,1
에이피알,믿을수가 없다,1
에이피알,역대최대계약 역대최대매출 주가는,1
에이피알,너무화가난다 주총때 보자,1
에이피알,지금은 팔때가 아니고 사야될때다 어여들 사자,1
에이피알,누가 카더라,-1
에이피알,지지하묜,-1
에이피알,MA,-1
에이피알,일선 만나서,-1
에이피알,너 상폐하냐 기술적 반등이란 단어도모르지,1
에이피알,토소뱅 이제 가주아아아앙,1
에이피알,최근 외국인들 보소,-1
대한항공,조 돈은 그냥 채권 발행하던지,1
NH투자증권,손절,-1
NH투자증권,외인들이 줄기차게 팔아데는데,1
NH투자증권,다른 증권사들은 원 오르는데,1
NH투자증권,금요일에 사서 화요일에 팔아라 증시 수,1
NH투자증권,뉴욕증시 연준 트럼프 양대 풋 에 반,1
NH투자증권,주가,-1
NH투자증권,이해불가,-1
NH투자증권,코스피까지 밀리는거아녀,1
NH투자증권,내가,-1
NH투자증권,참 주식 어렵네,-1
NH투자증권,개미들의 종목은 아닌듯,1
NH투자증권,여긴 종토방이 조용한게 좋네요,1
NH투자증권,Nh투자증권,-1
NH투자증권,외인들끼리 자전거래인가요,1
NH투자증권,지금 사도 배당금 주나요,1
NH투자증권,이제,-1
NH투자증권,횡령회사는 투자경고 등 뭐 제도가 없,1
NH투자증권,외인매수로 하락장에서도 잘버티네요,1
NH투자증권,농민등치는 농협창구,1
NH투자증권,코스피,-1
NH투자증권,오른것도 없는데 기관들이 왜이리 팔아,1
NH투자증권,내일은 또살려구,1
NH투자증권,하루 종일 파는 창구가 있는게 개미들,1
NH투자증권,으악,-1
NH투자증권,돌아가는걸 봐서는 배당 원 주,1
NH투자증권,정부는 증권사 스팩상장폐지 하라,1
NH투자증권,잘못 알고 있는 분,1
NH투자증권,좋은아침,-1
NH투자증권,배당,-1
NH투자증권,최고가 원 못깨나,1
NH투자증권,장부는 증권사스팩상장폐지 해라,1
NH투자증권,NH,-1
NH투자증권,낼 상가자,-1
NH투자증권,장 요약 분기 실적,1
NH투자증권,오케이 절반익절,-1
NH투자증권,말하는 대로,-1
NH투자증권,정부는 증권사 스팩상장폐지 해라,1
NH투자증권,이제 시작,-1
NH투자증권,이상 상승했어요,-1
NH투자증권,증권주 호재 천지인데,1
NH투자증권,한국증시의 성장성은 사기재료,1
NH투자증권,역헤숄이라던데,1
NH투자증권,낼 올라갈걸 왜팔아,1
NH투자증권,글러먹었네,-1
NH투자증권,오늘 수급을 보니,1
NH투자증권,부럽다,-1
NH투자증권,나무앱에서 왜 해외주식잔고 못보죠,1
NH투자증권,장 요약 배당소득세 인하,1
NH투자증권,미 친 무슨 가올라,1
NH투자증권,가격 떨어지면 사는거,1
NH투자증권,NH투자증권을,-1
NH투자증권,기관이,-1
NH투자증권,매도 개주식,-1
NH투자증권,잘 먹고 갑니다 감사,1
NH투자증권,배당세액 최대,-1
NH투자증권,읽어 보세요,-1
NH투자증권,농협이 부도낳나,1
NH투자증권,어플이 왜 이러냐,-1
NH투자증권,오늘 입성,-1
NH투자증권,이 회사는 신뢰라는게 존재하지 않네,1
NH투자증권,파두에 일전에 뜬 공시네,1
NH투자증권,AI 요약 엔에이치투자증권의 매매,1
NH투자증권,맛있는 구간이네요,1
NH투자증권,주가관리,-1
NH투자증권,쥬가 관리해라,-1
NH투자증권,AI 요약 NH투자증권 최근 경,1
NH투자증권,존버,-1
NH투자증권,NH투자증권 지켜봐야겟구만,1
NH투자증권,효자가 될지 불효자가 될지,1
NH투자증권,연개금,-1
NH투자증권,일단 공매 만주 청산하고,1
NH투자증권,배당 언제주나요,-1
NH투자증권,주식 불호황기인데,1
NH투자증권,이번엔 최소이상배당주겠죠,1
NH투자증권,이 회사 배당을 믿고 재무를 믿고 내,1
NH투자증권,차트 좋고,-1
NH투자증권,투자의견매수유지,1
NH투자증권,목표 주가,-1
NH투자증권,새로운 리서치가 있어요,1
NH투자증권,마음 푸근하네,-1
NH투자증권,패가망신호,-1
NH투자증권,빠른 판단이 필요해보입니다,1
NH투자증권,nh투자증권,-1
NH투자증권,분기 실적,-1
NH투자증권,실적 잘나왔으니,1
NH투자증권,어닝서프,-1
NH투자증권,배당 찍어보자,-1
NH투자증권,배당이 갈수록 줄어드네요,1
NH투자증권,시가 배당률,-1
NH투자증권,월은 증권주의 달이여,1
NH투자증권,분기 잠정실적 공시 띄워라,1
NH투자증권,역대급 매출인데,1
NH투자증권,신기하네,-1
NH투자증권,환율 떨어지면,-1
NH투자증권,임직원이 잘못을 저질렀으면,1
NH투자증권,이것부터 알고 준비하라는데,1
NH투자증권,실적,-1
NH투자증권,증권주 참고해라 또알려준다 저번에 알려 줬는디,1
NH투자증권,년말배당,-1
NH투자증권,관련자들,-1
NH투자증권,여기가 그 유명한 범죄자 투자 증권인가요,1
NH투자증권,하등주식이 대장주네,1
NH투자증권,말로만 패가망신,1
NH투자증권,이참에 자사주매입 고배당,1
NH투자증권,솔직히 걱정은 안되는데 다만,1
NH투자증권,회사의 피해,-1
NH투자증권,범죄집단,-1
NH투자증권,아직도 똥주를 들고 있나요,1
NH투자증권,장이 좋아서 그렇지,1
NH투자증권,강력한 제재,-1
NH투자증권,오늘,-1
NH투자증권,증권 사 한투 미래 키움 삼성 NH 분기,1
NH투자증권,혼자 다 처뭇나 NH 증권 농협 한군데도 성한,1
NH투자증권,나쁜 놈들이네,-1
NH투자증권,이 증권회사는,-1
NH투자증권,신한투자가아니라,1
NH투자증권,일이 관건,-1
NH투자증권,주가 조작집단이네 사업하지마라,1
NH투자증권,내일 떨어지려나,-1
NH투자증권,하한가 정도 장대음봉 나올 뉴스가 프로 하락,1
NH투자증권,NH투증 주식을 갖고 장난친게 아닌데 참,1
NH투자증권,유죄로 기소되면 하한가 가겠죠,1
NH투자증권,압수수색,-1
NH투자증권,자사주,-1
NH투자증권,공매도 먹이감됐구만,1
NH투자증권,회사임원이 주가조작질,1
NH투자증권,주가조작 패가망신호,1
NH투자증권,쓰레기 임원이 근무하는 증권사,1
NH투자증권,IMA 인가 받으려고 유증까지 했는데 완전,1
